"Serie","cvegeo","Entidad_federativa","Periodo","Sexo|Total_Grupo_de_edad|Total","Sexo|Total_Grupo_de_edad|De_15_a_24_años","Sexo|Total_Grupo_de_edad|De_25_a_64_años","Sexo|Total_Grupo_de_edad|De_65_años_y_más","Sexo|Hombres_Grupo_de_edad|Total","Sexo|Hombres_Grupo_de_edad|De_15_a_24_años","Sexo|Hombres_Grupo_de_edad|De_25_a_64_años","Sexo|Hombres_Grupo_de_edad|De_65_años_y_más","Sexo|Mujeres_Grupo_de_edad|Total","Sexo|Mujeres_Grupo_de_edad|De_15_a_24_años","Sexo|Mujeres_Grupo_de_edad|De_25_a_64_años","Sexo|Mujeres_Grupo_de_edad|De_65_años_y_más",
"Población_desocupada",	00,"Estados_Unidos_Mexicanos","2024","1,644,631","564,176","1,051,251","28,740","966,540","328,832","613,312","24,095","678,091","235,344","437,939","4,646",
"Población_desocupada",	01,"Aguascalientes","2024","21,953","8,307","13,577","70","13,795","5,127","8,629","39","8,158","3,179","4,947","31",
"Población_desocupada",	02,"Baja_California","2024","45,862","14,613","30,588","661","29,244","9,327","19,257","661","16,618","5,286","11,332","0",
"Población_desocupada",	03,"Baja_California_Sur","2024","10,601","3,933","6,616","52","5,508","2,258","3,235","16","5,092","1,675","3,382","36",
"Población_desocupada",	04,"Campeche","2024","8,298","2,402","5,842","54","4,613","1,453","3,106","54","3,685","949","2,736","0",
"Población_desocupada",	05,"Coahuila_de_Zaragoza","2024","60,873","23,639","36,663","572","36,127","13,457","22,419","251","24,747","10,182","14,245","321",
"Población_desocupada",	06,"Colima","2024","8,314","2,440","5,666","208","4,713","1,155","3,368","190","3,601","1,286","2,298","18",
"Población_desocupada",	07,"Chiapas","2024","45,152","17,076","27,826","250","27,634","9,035","18,376","223","17,518","8,041","9,450","27",
"Población_desocupada",	08,"Chihuahua","2024","43,985","16,036","27,515","434","23,175","8,318","14,424","434","20,810","7,718","13,092","0",
"Población_desocupada",	09,"Ciudad_de_México","2024","202,184","58,794","135,908","7,482","103,599","29,121","68,813","5,665","98,585","29,673","67,095","1,817",
"Población_desocupada",	10,"Durango","2024","26,346","10,033","15,874","439","15,145","5,376","9,395","374","11,201","4,657","6,479","65",
"Población_desocupada",	11,"Guanajuato","2024","84,986","31,456","51,459","2,072","50,433","16,424","31,967","2,042","34,553","15,032","19,492","29",
"Población_desocupada",	12,"Guerrero","2024","19,236","5,645","13,544","47","10,216","2,554","7,636","27","9,020","3,092","5,908","21",
"Población_desocupada",	13,"Hidalgo","2024","30,861","12,008","18,334","519","17,135","6,100","10,687","347","13,726","5,908","7,647","172",
"Población_desocupada",	14,"Jalisco","2024","84,454","29,790","54,203","461","54,189","18,016","35,814","359","30,265","11,774","18,389","102",
"Población_desocupada",	15,"México","2024","290,384","89,803","196,897","3,685","175,373","58,454","113,680","3,239","115,012","31,349","83,217","446",
"Población_desocupada",	16,"Michoacán_de_Ocampo","2024","40,460","13,412","26,374","674","24,417","7,656","16,086","674","16,043","5,756","10,287","0",
"Población_desocupada",	17,"Morelos","2024","16,074","4,519","10,695","860","9,535","2,514","6,210","812","6,539","2,005","4,485","48",
"Población_desocupada",	18,"Nayarit","2024","14,216","5,025","8,872","319","8,442","2,749","5,392","302","5,775","2,277","3,481","17",
"Población_desocupada",	19,"Nuevo_León","2024","88,022","39,295","47,553","1,175","50,663","22,887","27,137","640","37,359","16,408","20,416","535",
"Población_desocupada",	20,"Oaxaca","2024","25,780","8,827","16,625","329","15,941","4,908","10,705","329","9,839","3,919","5,920","0",
"Población_desocupada",	21,"Puebla","2024","68,669","25,571","42,245","853","42,442","15,852","25,970","620","26,227","9,719","16,276","233",
"Población_desocupada",	22,"Querétaro","2024","29,701","10,111","19,071","489","19,480","6,604","12,358","489","10,221","3,508","6,713","0",
"Población_desocupada",	23,"Quintana_Roo","2024","25,017","10,180","14,397","418","15,008","6,226","8,408","351","10,009","3,953","5,989","67",
"Población_desocupada",	24,"San_Luis_Potosí","2024","39,411","13,450","24,854","771","25,530","8,666","15,986","670","13,881","4,784","8,868","101",
