"Serie","cvegeo","Entidad_federativa","Periodo","Sexo|Total_Grupo_de_edad|Total","Sexo|Total_Grupo_de_edad|De_15_a_24_años","Sexo|Total_Grupo_de_edad|De_25_a_64_años","Sexo|Total_Grupo_de_edad|De_65_años_y_más","Sexo|Hombres_Grupo_de_edad|Total","Sexo|Hombres_Grupo_de_edad|De_15_a_24_años","Sexo|Hombres_Grupo_de_edad|De_25_a_64_años","Sexo|Hombres_Grupo_de_edad|De_65_años_y_más","Sexo|Mujeres_Grupo_de_edad|Total","Sexo|Mujeres_Grupo_de_edad|De_15_a_24_años","Sexo|Mujeres_Grupo_de_edad|De_25_a_64_años","Sexo|Mujeres_Grupo_de_edad|De_65_años_y_más",
"Población_económicamente_activa",	00,"Estados_Unidos_Mexicanos","2024","61,010,596","9,654,531","47,874,658","3,449,094","36,041,485","5,960,074","27,743,936","2,320,116","24,969,112","3,694,457","20,130,722","1,128,978",
"Población_económicamente_activa",	01,"Aguascalientes","2024","682,109","126,889","529,136","25,999","399,720","78,778","301,812","19,089","282,389","48,111","227,324","6,911",
"Población_económicamente_activa",	02,"Baja_California","2024","1,825,402","289,580","1,474,891","59,031","1,089,899","175,691","870,895","41,896","735,503","113,888","603,996","17,135",
"Población_económicamente_activa",	03,"Baja_California_Sur","2024","468,328","73,835","378,139","16,354","276,303","44,342","221,499","10,462","192,025","29,493","156,640","5,892",
"Población_económicamente_activa",	04,"Campeche","2024","448,290","64,185","358,969","25,106","273,743","42,348","213,052","18,343","174,547","21,837","145,917","6,763",
"Población_económicamente_activa",	05,"Coahuila_de_Zaragoza","2024","1,569,061","262,009","1,241,336","65,632","951,023","161,653","743,496","45,826","618,038","100,356","497,840","19,806",
"Población_económicamente_activa",	06,"Colima","2024","378,295","62,957","296,820","18,503","209,702","36,319","161,454","11,914","168,593","26,638","135,366","6,589",
"Población_económicamente_activa",	07,"Chiapas","2024","2,252,667","426,491","1,677,831","148,345","1,545,235","310,129","1,119,275","115,831","707,432","116,362","558,556","32,514",
"Población_económicamente_activa",	08,"Chihuahua","2024","1,848,623","327,563","1,452,424","68,637","1,089,928","196,837","842,502","50,590","758,695","130,726","609,923","18,047",
"Población_económicamente_activa",	09,"Ciudad_de_México","2024","5,065,680","565,438","4,170,867","328,355","2,685,558","312,983","2,184,661","187,606","2,380,122","252,456","1,986,206","140,749",
"Población_económicamente_activa",	10,"Durango","2024","862,281","149,566","666,564","46,152","504,030","92,540","379,471","32,020","358,252","57,027","287,093","14,132",
"Población_económicamente_activa",	11,"Guanajuato","2024","2,904,080","527,752","2,210,682","165,646","1,687,998","311,517","1,261,337","115,145","1,216,082","216,236","949,345","50,501",
"Población_económicamente_activa",	12,"Guerrero","2024","1,596,591","263,337","1,197,257","135,811","914,578","160,836","666,617","87,066","682,013","102,501","530,639","48,745",
"Población_económicamente_activa",	13,"Hidalgo","2024","1,482,832","235,002","1,133,385","114,058","861,999","145,842","634,235","81,535","620,833","89,160","499,150","32,524",
